# Time-averaged data for fix 4
# TimeStep f_hot1 f_cold1 c_block1_temp c_block2_temp c_block3_temp c_block4_temp c_block5_temp c_block6_temp c_block7_temp c_block8_temp c_block9_temp c_block10_temp
1000000 -1067.49 1091.2 264.201 272.529 280.761 285.48 295.469 298.569 307.373 318.929 327.367 333.164
1001000 -1066.41 1090.94 264.354 273.67 279.617 286.502 295.213 298.534 306.741 319.384 328.19 331.987
1002000 -1070.02 1091.64 262.993 275.643 279.855 286.955 293.523 299.256 306.762 319.171 329.136 331.825
1003000 -1069.59 1093.83 262.68 274.83 280.711 287.283 292.392 300.733 305.557 319.89 328.68 330.717
1004000 -1071.3 1094.86 263.447 273.93 281.373 286.706 295.052 298.673 305.224 320.109 329.28 329.666
1005000 -1072.6 1094.87 263.897 272.836 280.646 287.108 294.769 299.664 305.715 318.792 329.249 331.063
1006000 -1074.61 1095.68 264.11 272.463 279.499 287.959 295.648 300.269 306.459 317.14 331.129 329.802
1007000 -1075.27 1097.3 263.888 272.674 279.519 288.238 296.601 298.466 307.252 316.437 330.71 329.603
1008000 -1075.26 1100.02 264.265 271.745 280.077 287.364 297.858 298.21 307.467 315.549 330.633 330.451
1009000 -1077.24 1098.93 263.791 272.358 279.323 288.199 296.826 299.184 308.27 315.196 330.045 331.907
1010000 -1080.19 1100.06 264.176 272.195 278.721 288.637 296.355 299.201 309.94 314.756 327.274 334.505
1011000 -1079.85 1101.09 263.116 273.38 279.168 287.221 295.315 301.127 310.02 315.752 325.862 334.887
1012000 -1081.78 1102.01 263.553 273.373 279.371 286.752 295.178 302.177 309.41 316.163 324.127 336.909
1013000 -1083.08 1103.97 263.625 273.542 278.199 286.617 296.366 300.435 310.707 315.54 323.875 338.371
1014000 -1086.01 1104.62 263.99 274.039 277.113 287.634 295.759 301.04 311.099 315.24 323.405 339.639
1015000 -1087.97 1105.4 263.178 273.572 277.817 287.412 295.139 301.837 310.791 315.318 323.182 340.023
1016000 -1090.4 1106.77 263.393 271.782 279.108 288.581 293.535 303.247 311.041 315.557 322.951 340.334
1017000 -1091.47 1107.08 264.251 270.798 279.926 289.318 292.582 304.433 309.928 315.651 323.136 339.107
1018000 -1091.67 1107.45 265.204 269.99 279.815 289.49 292.312 304.97 309.188 316.79 323.026 339.706
1019000 -1091.14 1108.01 264.706 271.016 280.146 287.581 293.821 305.536 308.364 318.111 322.636 340.28
1020000 -1094.64 1108.15 264.986 272.271 278.98 287.315 295.062 304.768 307.942 318.518 322.196 339.471
1021000 -1094.85 1109.08 263.824 272.981 278.332 288.698 296.575 303.956 307.215 318.18 323.382 339.29
1022000 -1099.31 1111.03 263.837 270.644 279.44 289.683 296.957 303.589 308.162 316.478 324.917 339.599
1023000 -1100.33 1113.12 263.759 271.586 278.37 289.283 297.879 303.505 307.095 316.818 324.835 341.082
1024000 -1102.5 1113.36 264.605 271.345 277.951 288.873 297.893 304.081 305.538 316.315 327.859 339.862
1025000 -1099.97 1113.65 264.677 271.803 277.168 289.655 297.301 303.528 305.449 316.521 328.538 338.091
1026000 -1102.36 1115.66 262.345 272.208 277.492 290.523 297.73 304.975 304.732 316.554 328.874 337.198
1027000 -1101.92 1116.78 262.613 271.641 277.129 290.917 297.74 305.443 304.98 316.451 327.385 337.183
1028000 -1100.3 1118.3 261.7 272.337 277.288 289.953 298.1 304.833 306.362 315.761 327.822 336.108
1029000 -1103.95 1122.63 261.208 272.139 276.17 290.875 298.527 303.452 307.797 314.68 329.222 335.673
1030000 -1107.03 1123.43 261.24 271.895 276.43 290.993 298.559 302.118 308.041 316.387 328.676 335.351
1031000 -1107.28 1123.75 260.477 270.404 278.172 291.917 296.841 301.616 309.733 316.746 328.999 334.687
1032000 -1106.98 1123.26 263.783 268.75 278.534 292.401 296.284 300.499 310.187 315.869 330.095 334.653
1033000 -1111.74 1124.54 263.576 270.144 279.156 290.131 297.141 301.088 310.71 314.69 330.076 335.637
1034000 -1111.13 1125.86 262.42 271.403 277.833 289.447 297.558 301.988 311.136 312.395 331.899 335.194
1035000 -1112.99 1127.5 262.137 270.926 277.987 289.91 296.614 301.613 311.023 313.031 330.806 336.398
1036000 -1112.99 1127.62 261.389 271.315 279.433 289.086 296.731 301.535 310.733 313.659 329.751 338.267
1037000 -1115.52 1129.46 261.124 270.769 281.816 287.777 296.99 300.229 311.788 314.168 328.075 339.732
1038000 -1116.57 1130.07 261.906 270.732 282.48 286.776 295.55 303.155 310.916 312.344 327.954 340.793
1039000 -1119.83 1130.68 262.502 270.883 282.115 284.54 298.289 302.782 310.253 313.916 327.158 342.078
1040000 -1119.46 1132.28 263.053 269.098 282.732 283.788 298.712 303.358 310.241 315.513 326.822 341.372
1041000 -1121.85 1134.84 260.992 270.184 281.785 285.294 296.403 304.87 310.162 314.533 327.4 341.349
1042000 -1122.77 1137.02 259.416 271.845 280.261 286.203 296.092 305.475 308.526 315.481 329.333 340.161
1043000 -1126.03 1137.18 259.66 271.94 280.701 285.052 295.616 307.427 306.817 317.919 328.669 340.238
1044000 -1125.97 1138.93 260.979 270.384 280.359 285.185 296.383 306.595 307.537 318.216 329.649 338.008
1045000 -1128.14 1141.09 262.593 269.777 278.427 287.124 295.924 305.915 308.031 319.326 328.009 339.74
1046000 -1127.45 1141.89 261.735 270.161 278.022 287.748 295.292 304.251 309.558 319.694 326.845 339.871
1047000 -1130.43 1142.1 262.345 269.927 279.477 287.437 295.374 302.499 310.058 319.024 328.18 340.592
1048000 -1131.08 1143.76 262.536 270.172 279.856 284.702 296.116 303.313 309.668 320.236 327.05 340.311
1049000 -1130.66 1143.18 262.276 271.103 278.142 286.546 295.452 304.534 309.264 318.197 328.73 339.239
1050000 -1131.06 1146.22 262.075 271.121 276.916 287.082 296.099 303.316 310.893 316.653 329.922 336.642
1051000 -1131.25 1146.18 263.007 270.727 276.84 288.221 294.363 304.214 310.923 316.561 331.248 336.715
1052000 -1133.3 1148 262.476 270.67 276.634 291.08 291.94 303.542 311.067 316.685 332.607 336.565
1053000 -1135.6 1148.08 261.996 270.944 277.287 290.516 292.173 303.78 311.405 317.083 332.192 337.24
1054000 -1137.04 1151.16 261.424 270.779 277.09 289.793 292.7 302.937 312.612 315.942 332.065 337.976
1055000 -1138.54 1151.82 259.915 271.288 278.227 289.01 292.017 303.266 312.359 316.778 333.05 336.289
1056000 -1137.96 1152.51 259.201 271.93 280.25 287.227 292.327 304.591 312.186 316.574 332.136 336.13
1057000 -1138.36 1154.6 259.049 271 281.329 286.695 292.385 303.613 313.644 317.043 332.352 334.751
1058000 -1139.33 1154.35 260.748 269.782 280.948 286.703 292.734 303.983 314.549 316.043 332.778 332.629
1059000 -1140.88 1156.79 259.777 269.661 281.353 287.148 293.232 304.983 312.486 317.882 332.987 333.552
1060000 -1140.76 1156.96 260.134 269.819 280.296 287.608 293.175 303.788 312.835 318.177 331.837 333.123
1061000 -1143.01 1156.47 260.667 270.879 277.892 288.642 293.659 303.636 313.387 318.543 331.162 333.846
1062000 -1143.4 1158.85 261.597 270.36 276.992 287.958 295.08 304.46 312.686 319.178 330.894 334.39
1063000 -1146.87 1158.61 261.448 269.872 277.853 286.881 295.654 303.877 312.428 320.398 330.065 334.39
1064000 -1149.35 1158.1 263.219 269 278.036 286.907 295.949 302.925 314.124 320.648 328.967 336.305
1065000 -1150.29 1160.09 262.353 270.109 278.105 287.216 294.69 302.982 313.127 322.009 328.704 336.449
1066000 -1152.05 1163.34 261.239 270.713 278.462 286.883 294.784 302.367 312.855 323.088 327.718 336.787
1067000 -1152.19 1163.54 261.385 270.724 277.445 286.625 294.34 301.899 312.863 324.646 326.502 336.661
1068000 -1150.62 1165.84 261.633 270.553 276.656 287.212 294.99 300.659 313.907 323.987 326.175 337.796
1069000 -1154.31 1166.78 261.248 270.338 276.496 287.715 295.163 300.709 313.642 323.137 326.421 337.813
1070000 -1157.28 1168.32 261.889 270.692 276.255 288.42 293.086 302.849 312.45 322.998 325.947 339.74
1071000 -1155.02 1166.97 262.954 272.054 275.346 288.648 293.029 302.776 312.039 322.733 327.49 338.761
1072000 -1160.25 1166.32 263.437 272.209 276.235 286.817 294.499 301.439 311.286 324.562 327.623 340.236
1073000 -1161.78 1168.09 263.826 271.923 276.546 286.184 295.329 302.161 310.567 325.623 326.234 340.742
1074000 -1161.32 1168.39 265.79 270.587 276.77 285.972 296.384 301.761 310.784 324.284 326.629 340.618
1075000 -1163.94 1169.64 264.997 270.917 277.133 285.387 296.187 302.252 311.558 322.603 327.042 341.268
1076000 -1165.46 1171.54 265.408 272.605 275.304 284.806 296.151 303.366 311.098 321.068 327.149 342.949
1077000 -1164.07 1171.8 264.775 272.458 275.269 286.493 294.648 302.984 311.195 321.877 326.585 342.216
1078000 -1162.91 1172.91 264.767 272.435 274.886 287.368 294.675 303.353 310.439 322.851 327.8 339.15
1079000 -1163.56 1173.38 264.22 272.718 274.262 287.47 294.704 304.161 309.224 322.542 325.891 339.061
1080000 -1161.28 1175.75 265.545 271.925 274.161 287.579 294.562 304.021 309.31 322.778 325.595 337.515
1081000 -1163.74 1174.88 265.683 271.831 274.362 286.906 294.401 303.583 311.018 322.137 325.931 337.338
1082000 -1164.8 1178.07 265.288 271.833 275.418 286.496 294.36 303.5 311.517 321.286 326.154 337.372
1083000 -1165.6 1179.98 265.454 270.261 277.16 288.041 292.705 302.373 311.507 320.675 327.392 336.921
1084000 -1165.32 1181.02 265.636 270.792 276.728 287.609 293.462 302.083 312.191 319.62 327.844 337.477
1085000 -1166.73 1179.18 264.812 272.05 277.202 286.808 294.128 301.515 312.622 320.183 327.572 336.572
1086000 -1168.74 1180.51 264.567 271.753 277.906 287.636 293.408 302.73 312.726 319.524 325.847 337.924
1087000 -1168.3 1182.34 264.881 272.882 276.307 288.111 292.005 302.59 315.278 317.475 327.331 335.95
1088000 -1169.92 1183.98 264.673 273.336 276.264 288.93 291.068 304.7 314.091 316.685 328.011 335.818
1089000 -1171.54 1183.88 264.482 274.047 276.314 288.173 290.936 304.971 314.263 318.237 325.831 336.293
1090000 -1171.09 1183.13 265.093 273.376 278.5 288.127 289.444 306.367 313.54 318.325 325.343 335.466
1091000 -1171.6 1184.92 264.546 274.875 278.009 287.098 289.932 307.056 313.287 316.58 326.084 335.735
1092000 -1173.77 1182.65 265.512 273.933 279.146 287.373 290.054 306.309 313.525 315.716 325.552 336.128
1093000 -1173.74 1187.07 264.698 273.149 281.19 286.814 291.303 305.558 311.703 315.777 325.912 337.294
1094000 -1176.99 1188.46 264.959 272.376 282.336 284.911 293.868 303.468 312.285 314.599 326.242 338.404
1095000 -1177.75 1189.84 264.118 272.926 281.066 284.964 295.603 301.536 312.736 314.733 325.366 340.173
1096000 -1177.49 1190.44 262.701 271.865 280.162 287.329 295.789 301.456 312.139 316.247 323.894 341.869
1097000 -1182.02 1193.64 261.96 270.394 280.673 289.632 294.221 301.297 310.579 316.854 326.006 341.684
1098000 -1183.59 1196.19 260.696 270.903 280.744 289.364 295.003 301.376 308.891 317.914 326.516 342.149
1099000 -1183.17 1196.64 259.817 271.604 279.25 289.969 295.4 302.931 307.303 317.497 326.96 342.335
1100000 -1185.23 1198.74 260.743 271.29 278.838 288.838 294.291 304.504 306.94 317.898 326.543 344.187
1101000 -1186.57 1199.51 263.194 268.456 279.168 290.795 293.662 304.579 305.489 319.561 328.386 341.918
1102000 -1187.93 1199.28 264.181 267.922 279.79 290.243 293.39 303.929 304.871 320.607 329.242 340.96
1103000 -1189.13 1198.9 266.086 267.299 280.496 289.665 293.028 302.649 306.703 320.38 329.501 340.109
1104000 -1191.78 1201.47 266.767 266.589 280.459 289.638 293.541 302.565 306.489 320.914 329.535 340.252
1105000 -1192.77 1201.52 267.532 266.612 280.627 289.394 294.056 302.052 307.056 319.536 328.316 340.592
1106000 -1192.1 1204.02 268.092 266.042 278.682 290.826 293.491 303.076 306.074 319.612 328.456 340.235
1107000 -1191.73 1205.47 268.119 265.546 278.188 291.306 293.462 302.235 306.879 319.749 327.846 339.626
1108000 -1192.92 1205.08 268.439 264.687 278.739 291.753 292.902 302.493 305.843 319.735 327.627 339.921
1109000 -1193.22 1206.42 266.741 267.168 277.356 291.098 292.878 304.14 305.474 319.504 327.394 338.961
1110000 -1192.34 1209.68 265.751 269.356 277.316 290.821 290.909 305.924 304.604 318.588 328.886 339.093
1111000 -1195.28 1210.36 264.64 269.766 277.727 290.819 289.991 306.477 304.034 319.333 328.802 338.102
1112000 -1194.36 1210.8 265.395 271.482 278.26 290.108 290.501 304.177 304.484 318.617 328.696 338.94
1113000 -1196.05 1211.62 265.711 272.752 277.065 289.386 290.19 304.732 305.228 319.234 327.675 339.962
1114000 -1200.38 1212.1 264.939 273.21 277.47 290.084 289.287 304.563 305.277 318.385 329.825 338.917
1115000 -1197.12 1214.55 263.92 272.5 279.09 288.884 290.096 304.048 305.711 319.068 330.875 336.977
1116000 -1198.4 1214.67 263.998 272.099 279.278 287.438 291.341 303.217 306.736 319.483 329.869 336.673
1117000 -1199.06 1215.82 265.688 272.039 277.755 289.259 290.193 301.907 308.703 319.788 329.576 336.907
1118000 -1201.69 1217.45 264.061 272.281 277.108 289.277 290.555 300.281 310.291 319.821 329.338 337.334
1119000 -1200.11 1217.22 263.451 273.25 276.957 288.164 291.923 298.881 310.436 320.955 327.752 336.399
1120000 -1202.11 1218.39 264.395 273.846 278.082 285.846 292.301 300.502 309.429 320.839 328.662 335.46
1121000 -1203.22 1220.15 264.527 273.092 278.615 284.667 291.804 302.375 308.233 320.436 328.767 336.404
1122000 -1203.42 1221.05 264.347 273.471 277.529 284.921 291.375 302.968 308.454 320.322 328.89 336.558
1123000 -1205.65 1223.45 263.269 273.434 279.204 283.832 290.934 302.441 308.944 320.921 328.734 337.357
1124000 -1208 1222.83 263.183 273.934 280.668 283.478 289.054 301.882 310.93 320.305 329.045 337.373
1125000 -1207.55 1225.29 262.994 274.229 280.004 282.527 289.604 302.832 311.055 319.92 329.363 337.397
1126000 -1209.1 1227.09 261.577 275.308 280.1 282.008 288.945 304.357 311.091 318.376 329.163 339.392
1127000 -1212.56 1228.16 259.877 276.508 280.008 282.315 288.343 304.981 311.753 317.889 327.871 340.156
1128000 -1215.1 1230.24 259.592 276.569 279.923 283.409 287.502 304.188 312.315 319.888 327.481 340.86
1129000 -1215.76 1229.71 259.001 277.3 280.356 282.297 286.777 305.124 311.375 319.578 329.55 340.584
1130000 -1216.82 1232.3 259.802 276.806 280.93 281.365 288.959 304.008 309.858 321.193 329.57 340.475
1131000 -1219.13 1234.3 260.973 276.555 280.391 281.082 289.922 302.967 309.008 323.183 328.947 339.76
1132000 -1220.81 1233.46 261.733 275.11 281.083 282.712 288.827 303.449 309.953 322.123 329.153 338.94
1133000 -1221.16 1232.39 261.643 273.931 281.383 285.129 285.732 303.738 312.769 320.393 328.889 338.554
1134000 -1222.74 1233.28 262.386 274.154 282.577 284.249 285.175 302.867 314.068 320.206 328.702 339.058
1135000 -1221.12 1234.01 262.781 273.291 282.907 284.47 285.92 301.938 314.602 319.74 328.785 338.965
1136000 -1223.02 1234.42 262.7 273.607 282.968 284.483 286.523 301.331 315.907 317.918 329.634 337.905
1137000 -1223.48 1239.49 260.804 273.243 283.995 283.036 288.576 301.68 317.235 316.366 329.468 337.857
1138000 -1225.62 1239.16 259.873 274.825 282.78 282.547 290.002 300.548 317.214 316.808 328.592 339.073
1139000 -1224.42 1242.32 258.449 275.826 282.947 282.534 290.208 300.159 315.707 317.999 328.204 338.091
1140000 -1225.53 1243.67 257.895 276.249 281.782 283.632 290.23 299.842 316.781 316.56 329.389 336.824
1141000 -1225.45 1244.37 257.155 276.466 281.49 284.388 289.847 299.761 316.373 317.804 327.997 337.702
1142000 -1225.37 1244.7 258.406 274.866 280.597 284.489 291.571 298.946 314.464 320.196 327.778 335.814
1143000 -1226.55 1247 258.694 274.545 279.596 285.705 293.099 298.909 313.859 320.983 326.749 334.878
1144000 -1227.29 1247.3 258.259 274.122 277.93 286.228 294.746 298.464 313.258 321.73 326.107 334.258
1145000 -1228.36 1249.09 258.477 273.174 277.408 286.407 295.778 299.41 310.352 325.085 324.865 334.695
1146000 -1230.77 1251 259.271 272.79 277.519 286.076 295.532 301.36 307.919 326.94 324.028 334.699
1147000 -1228.9 1251.51 259.405 272.864 276.69 286.866 295.489 300.896 307.821 327.123 324.732 333.336
1148000 -1231.47 1251.71 258.803 273.406 278.173 286.422 295.602 299.687 308.873 326.081 325.33 333.13
1149000 -1232.1 1252.39 258.101 273.183 279.044 286.782 296.473 298.683 307.815 325.622 325.849 334.732
1150000 -1233.12 1253.17 259.994 271.7 278.884 288.652 295.929 297.99 308.312 324.364 326.91 334.365
1151000 -1233.45 1253.6 262.073 271.448 279.775 288.584 293.22 299.111 307.587 324.758 327.29 334.762
1152000 -1236.27 1253.62 263.592 271.865 278.16 289.609 291.747 299.656 308.049 325.056 326.55 335.002
1153000 -1236.93 1253.62 266.198 270.916 278.48 290.346 290.315 301.669 307.631 323.962 327.695 334.414
1154000 -1239.12 1253.16 264.745 272.777 278.511 289.4 289.979 302.596 306.047 322.615 329.808 335.474
1155000 -1238.74 1253.63 265.748 272.94 278.494 289.788 290.612 301.339 306.967 321.721 329.346 334.96
1156000 -1239.32 1255.19 264.831 272.617 278.963 288.881 292.255 298.837 309.016 320.738 328.859 334.96
1157000 -1238.79 1255.67 265.638 272.174 278.907 288.406 293.467 297.968 309.8 320.596 327.765 334.985
1158000 -1239.22 1257.15 266.17 272.746 279.045 287.815 292.994 298.25 309.427 322.963 324.624 335.352
1159000 -1239.63 1258.5 265.515 274.076 279.374 285.311 295.52 298.09 307.481 323.731 323.084 336.561
1160000 -1241.24 1261.49 265.419 273.945 277.794 287.243 295.315 297.386 307.329 324.252 323.517 336.786
1161000 -1242.01 1261.97 263.867 275.637 276.582 288.061 296.033 294.913 308.152 324.268 322.563 337.828
1162000 -1241.93 1262.53 264.798 274.081 278.407 287.222 296.077 295.835 306.468 324.483 321.932 338.946
1163000 -1244.55 1263.04 265.189 273.761 279.584 286.306 296.315 296.055 306.597 323.896 321.09 339.274
1164000 -1247.06 1262.83 266.215 273.701 277.88 287.384 294.788 297.351 306.64 323.993 320.675 339.74
1165000 -1245.69 1264.57 268.737 272.15 277.359 288.281 293.603 298.319 306.906 322.976 320.508 340.43
1166000 -1249.49 1264.81 268.309 272.962 276.606 286.731 294.584 298.197 308.036 322.953 320.386 340.312
1167000 -1251.39 1264.4 268.895 273.699 276.476 286.928 294.611 298.336 309.382 321.729 321.027 341.495
1168000 -1250.19 1265.16 267.401 274.663 276.018 287.718 293.991 298.392 309.014 321.499 322.081 340.362
1169000 -1253.22 1266.86 265.751 275.754 277.565 286.677 293.921 299.001 308.328 320.63 324.443 339.935
1170000 -1254.32 1268.69 264.479 275.824 278.325 287.123 292.93 299.605 308.616 321.346 324.349 337.329
1171000 -1253.95 1271.18 264.404 274.894 280.335 285.698 292.884 299.563 309.268 321.254 324.015 337.281
1172000 -1256.61 1273.1 263.936 274.077 280.442 285.507 292.26 300.848 309.303 321.145 322.425 339.035
1173000 -1253.48 1275.63 263.699 273.042 281.038 285.455 292.997 299.987 309.994 319.689 323.794 336.923
1174000 -1255.04 1277.37 262.67 273.176 281.46 283.87 294.629 300.583 309.052 319.002 325.027 335.605
1175000 -1257.54 1278.34 261.129 274.435 280.456 283.624 295.135 301.803 306.95 319.972 324.485 337.105
1176000 -1256.82 1278.39 261.802 273.609 279.627 285.194 295.957 301.322 306.633 319.415 324.639 337.004
1177000 -1258.93 1279.7 262.312 272.976 278.967 285.263 296.586 301.521 306.798 318.223 324.82 337.213
1178000 -1259.14 1282.35 262.385 272.843 278.886 285.662 296.116 300.536 307.68 318.935 325.008 338.02
1179000 -1260.23 1281.5 261.426 274.543 278.025 286.262 296.051 300.007 307.44 319.823 325.103 338.206
1180000 -1262.28 1282.84 260.521 274.723 278.191 285.504 296.463 299.676 308.32 319.86 325.517 337.78
1181000 -1262.88 1285.54 259.669 273.659 280.162 284.386 295.901 299.235 309.826 317.501 327.234 337.326
1182000 -1263.95 1285.49 260.045 272.107 280.888 283.964 296.857 300.304 309.453 316.265 327.517 338.047
1183000 -1267.01 1287.39 260.543 271.321 281.011 284.662 295.798 301.017 309.015 317.543 327.875 337.219
1184000 -1268.07 1287.49 260.925 271.32 280.108 286.629 294.777 300.735 309.301 318.984 327.633 336.088
1185000 -1266.71 1286.86 262.511 271.493 279.306 286.875 293.716 302.17 310.406 318.4 326.444 337.522
1186000 -1268.14 1288.48 262.06 272.566 279.01 285.827 294.421 300.663 312.403 316.329 326.234 337.326
1187000 -1268.58 1289.16 260.923 272.7 280.115 285.876 293.421 299.837 312.34 316.509 326.427 338.101
1188000 -1268.63 1292.01 261.733 272.107 279.878 286.434 292.24 300.765 312.069 315.89 327.942 337.724
1189000 -1270.51 1289.99 262.59 270.119 281.203 285.072 294.596 297.985 313.099 315.018 329.707 336.217
1190000 -1270.41 1293.87 263.201 269.14 281.616 285.617 294.033 298.567 311.593 316.772 329.38 336.658
1191000 -1273.7 1294.56 263.893 267.153 282.928 286.25 291.887 299.898 311.157 316.967 329.661 335.551
1192000 -1274.55 1293.09 264.7 266.729 284.51 285.292 291.819 301.643 309.586 317.686 329.125 336.577
1193000 -1271.93 1293.46 263.999 268.747 283.55 285.112 291.708 303.08 309.222 316.942 329.455 335.217
1194000 -1277.05 1293.51 264.739 268.906 283.992 284.511 291.453 303.405 308.628 317.075 328.261 338.626
1195000 -1280.47 1293.94 265.371 267.9 284.226 285.779 290.977 302.397 308.431 317.532 327.318 341.95
1196000 -1282.01 1296.61 265.661 268.346 281.938 286.192 292.687 301.325 308.352 316.285 327.365 343.327
1197000 -1280.76 1295.98 265.304 269.012 282.635 286.277 292.666 299.608 307.958 318.374 327.147 341.185
1198000 -1281.29 1297.75 265.843 268.979 282.456 287.375 293.633 298.008 309.021 318.377 327.272 340.507
1199000 -1281.42 1298.75 265.87 269.852 281.853 287.495 293.59 297.674 309.165 318.029 327.852 340.411
1200000 -1281.56 1299.4 266.006 272.155 282.189 285.637 293.821 298.414 308.517 318.599 328.897 337.404
1201000 -1283.2 1299.63 264.163 273.655 283.259 283.716 293.978 297.078 308.536 319.465 329.324 336.727
1202000 -1283.68 1300.65 263.949 275.463 281.037 284.716 294.47 298.177 308.068 319.029 329.315 336.632
1203000 -1284.14 1301.2 265.151 275.064 279.747 285.899 293.874 297.848 309.224 318.239 328.718 336.125
1204000 -1283.63 1301.99 264.147 274.548 280.038 287.185 293.354 297.85 310.318 316.828 329.033 335.48
1205000 -1287.27 1303.41 265.601 274.719 279.873 287.607 291.424 299.239 308.815 317.957 328.706 336.672
1206000 -1286.12 1305.09 265.298 273.688 282.209 286.867 291.35 298.686 310.641 316.618 329.152 335.947
1207000 -1289.25 1304.9 265.732 273.326 284.105 285.674 290.744 298.722 311.727 316.762 328.629 336.363
1208000 -1289.2 1307.03 265.335 274.45 283.334 284.811 291.153 299.301 313.305 315.35 325.849 337.387
1209000 -1290.81 1307.18 264.897 275.669 282.432 285.062 290.278 299.659 313.457 315.58 324.069 338.642
1210000 -1290.82 1307.31 264.282 276.568 281.982 285.815 290.133 299.437 314.132 315.2 322.885 337.851
1211000 -1290.67 1308.44 263.662 278.332 281.153 286.26 289.649 298.411 314.23 315.779 322.703 337.495
1212000 -1287.87 1309.93 263.805 278.032 281.138 286.481 289.225 298.599 313.791 316.874 321.297 337.151
1213000 -1291.83 1313.24 263.313 278.415 280.897 287.812 288.64 297.997 312.958 318.267 320.987 337.263
1214000 -1293.36 1312.22 263.274 278.154 282.249 286.764 288.782 299.574 311.546 316.744 323.295 337.308
1215000 -1292.86 1315 263.306 277.988 281.774 288.147 287.29 299.398 312.13 316.523 322.403 338.549
1216000 -1296.75 1315.37 263.482 277.313 283.198 287.485 287.651 299.172 311.863 316.897 322.403 338.296
1217000 -1297.76 1314.89 264.35 276.481 283.914 287.763 287.418 299.824 310.36 318.017 323.69 337.378
1218000 -1300.8 1317.18 264.006 275.83 284.347 286.137 289.589 299.326 308.956 318.907 322.415 340.053
1219000 -1302.57 1318.31 264.014 274.861 285.173 285.904 290.69 299.926 307.13 320.538 322.276 341.145
1220000 -1304.2 1318.76 263.653 275.628 284.893 286.242 290.357 300.563 305.865 320.452 322.773 341.342
1221000 -1305.88 1320.24 263.993 274.986 285.454 286.868 289.13 300.988 306.65 318.952 322.894 343.134
1222000 -1306.15 1321.36 264.454 274.985 285.638 285.82 290.849 300.233 307.236 318.13 323.529 342.912
1223000 -1307.48 1320.01 264.89 275.77 285.06 285.111 291.712 299.739 307.292 318.671 324.539 340.619
1224000 -1310.96 1320.8 266.156 275.204 284.61 285.625 290.931 299.941 307.384 318.504 326.351 339.054
1225000 -1309.94 1320.03 267.41 274.336 285.688 284.927 290.915 301.071 307.579 319.664 325.066 340.198
1226000 -1311.74 1320.63 268.441 275.466 284.67 284.274 290.755 300.584 308.693 318.604 325.898 339.568
1227000 -1312.15 1322.27 268.027 275.982 283.884 283.107 291.223 301.457 308.303 317.659 327.95 337.777
1228000 -1311.19 1322.58 268.664 277.745 283.099 282.936 291.651 301.755 308.084 316.221 328.155 338.005
1229000 -1313.24 1325.11 267.604 278.802 281.728 283.695 292.03 301.276 307.968 314.818 329.624 337.286
1230000 -1315.88 1325.26 267.904 278.585 281.427 282.819 293.574 301.323 308.233 314.761 328.701 337.138
1231000 -1313.93 1327.69 267.575 278.766 280.608 283.617 294.807 302.067 306.155 315.192 328.483 337.993
1232000 -1312.77 1327.94 268.651 277.515 279.06 284.294 295.871 301.323 307.148 313.052 329.407 337.742
1233000 -1312.31 1329.2 269.372 275.037 279.362 285.767 296.032 299.585 308.27 312.964 328.182 337.521
1234000 -1313.58 1331.93 268.484 273.805 279.082 286.467 295.661 299.931 309.217 312.356 328.587 336.042
1235000 -1315.4 1332.73 268.578 273.052 280.747 286.489 295.303 300.495 309.325 312.862 326.609 336.267
1236000 -1315.97 1333.62 268.04 274.266 279.493 288.454 293.757 300.982 308.065 314.416 324.955 337.285
1237000 -1317.76 1335.11 267.59 273.159 279.871 288.711 293.992 301.577 307.035 315.041 325.485 335.46
1238000 -1318.49 1337 268.049 272.163 281.141 288.786 293.309 301.036 307.005 316.839 323.916 337.613
1239000 -1321.93 1336.08 269.009 272.345 279.964 289.214 294.234 300.147 306.862 318.39 323.929 337.663
1240000 -1321.87 1336.71 268.723 273.137 278.066 290.423 293.697 301.336 305.954 317.464 323.612 338.577
1241000 -1323.38 1338.82 268.857 271.712 279.764 289.324 293.766 301.433 305.478 317.607 324.332 339.269
1242000 -1325.91 1340.21 269.984 270.327 279.826 290.378 293.118 301.104 305.975 317.623 325.991 338.888
1243000 -1325.2 1340.6 269.327 269.741 279.987 291.173 292.473 299.766 307.518 318.651 324.062 339.209
1244000 -1326.16 1342.97 267.108 271.053 279.378 291.734 292.855 298.431 308.858 318.389 324.004 338.945
1245000 -1325.01 1342.93 266.795 271.094 281.158 290.622 294.98 296.867 309.598 317.817 324.839 336.954
1246000 -1328.36 1344.04 265.894 271.11 281.236 290.567 295.862 295.742 309.675 318.175 325.732 336.926
1247000 -1329.52 1346.87 264.906 270.043 282.174 290.382 296.468 295.522 309.669 318.298 326.325 335.778
1248000 -1329.09 1347.77 264.573 270.411 281.244 291.117 295.365 297.44 309.176 317.707 326.199 336.629
1249000 -1329.21 1347.3 265.11 271.121 280.053 290.234 296.484 298.898 307.716 318.553 325.873 335.631
1250000 -1332.92 1349.39 264.703 271.12 279.974 290.618 295.842 299.318 308.917 317.237 326.984 336.561
1251000 -1334.5 1350.94 264.728 271.363 278.787 290.606 295.345 299.105 309.537 317.37 326.429 337.629
