# Time-averaged data for fix 4
# TimeStep f_hot1 f_cold1 c_block1_temp c_block2_temp c_block3_temp c_block4_temp c_block5_temp c_block6_temp c_block7_temp c_block8_temp c_block9_temp c_block10_temp
511000 -569.292 595.481 266.127 267.076 277.517 287.147 291.719 297.507 307.062 319.812 327.924 333.893
512000 -568.616 594.488 266.003 267.906 276.878 287.022 293.498 297.169 305.178 322.268 327.024 332.775
513000 -571.874 597.701 264.871 268.367 277.636 286.798 294.696 296.387 304.281 322.89 326.902 332.782
514000 -572.283 597.652 264.585 268.889 278.329 286.987 294.834 297.365 302.634 322.489 326.601 334.91
515000 -572.482 600.633 263.39 270.404 277.447 286.67 295.977 296.283 300.456 324.37 325.362 336.454
516000 -574.293 601.136 263.224 271.016 275.71 288.595 295.574 295.886 301.096 324.275 324.237 336.881
517000 -574.59 601.594 263.105 270.612 276.725 288.567 295.062 295.57 301.789 323.868 324.339 336.214
518000 -575.142 603.835 262.528 271.031 276.991 288.725 295.805 295.068 302.379 322.151 324.551 336.156
519000 -576.476 603.732 263.277 271.426 276.268 288.707 295.019 296.664 301.783 321.11 327.033 334.635
520000 -577.308 604.427 264.348 271.436 276.119 289.628 294.207 297.858 300.817 320.897 327.91 332.319
521000 -578.513 604.788 265.305 271.079 275.422 289.723 294.041 297.678 301.427 319.815 328.469 334.147
522000 -579.907 603.778 266.93 270.006 274.297 291.107 293.608 297.995 301.753 319.193 328.462 335.507
523000 -581.306 604.83 266.63 269.937 275.227 290.66 292.085 299.358 303.015 317.892 329.145 334.186
524000 -581.589 605.605 266.836 269.226 277.362 291.107 291.208 299.842 303.397 318.213 328.121 335.216
525000 -581.343 603.813 268.403 268.604 277.859 290.941 290.78 299.793 303.348 317.656 328.592 334.444
526000 -580.35 605.553 266.686 269.326 279.249 289.377 292.573 297.737 304.998 316.151 330.047 332.235
527000 -581.693 608.611 266.801 267.743 280.368 289.873 291.314 298.643 304.698 315.31 330.527 330.951
528000 -582.602 609.351 267.801 268.546 278.332 290.529 290.988 300.24 304.296 316.158 329.414 330.492
529000 -585.111 609.794 267.234 269.795 277.347 290.005 290.44 301.488 303.098 317.783 327.227 333.655
530000 -586.932 610.044 267.673 270.333 277.781 289.268 289.584 302.101 303.243 317.971 326.06 335.048
531000 -587.984 612.185 267.541 269.537 277.872 289.773 290.259 301.8 303.014 316.747 327.584 335.077
532000 -588.912 615.235 265.964 269.182 278.48 289.378 290.913 301.824 302.937 315.942 327.901 335.384
533000 -590.464 617.382 264.586 267.863 280.652 288.367 290.884 301.431 305.745 314.769 328.446 336.412
534000 -592.116 618.167 264.291 268.098 280.93 288.552 290.036 301.115 305.888 315.512 326.747 337.805
535000 -593.862 618.177 263.931 269.502 279.751 288.855 290.067 301.723 304.167 317.214 326.19 337.157
536000 -594.418 619.56 264.675 270.057 280.059 289.042 289.737 300.661 304.442 318.559 323.398 338.469
537000 -595.285 620.019 265.519 270.391 278.291 288.672 290.546 302.676 304.283 318.706 322.679 337.146
538000 -596.942 620.945 266.013 270.122 278.593 287.478 292.177 300.397 305.505 318.261 323.725 336.321
539000 -598.258 622.77 266.526 268.93 279.911 287.759 292.13 297.953 306.668 317.199 326.402 334.73
540000 -599.319 624.198 265.721 268.458 281.63 288.414 290.304 297.723 307.927 316.319 327.123 334.442
541000 -597.239 625.893 265.584 268.934 282.869 286.937 289.062 299.739 307.676 315.964 326.426 335.167
542000 -599.833 626.871 265.579 267.843 283.029 285.592 289.806 301.212 306.927 317.255 324.686 335.274
543000 -600.884 628.049 266.772 266.936 281.942 286.173 290.552 300.887 306.958 317.131 325.64 334.197
544000 -603.301 629.618 265.924 267.892 280.517 287.631 289.501 302.195 306.096 317.738 325.806 335.099
545000 -604.813 630.274 265.667 266.987 279.904 287.817 289.843 301.194 306.491 317.312 326.65 335.004
546000 -606.152 632.534 265.469 267.563 279.769 287.809 291.862 299.658 305.467 317.949 327.049 334.571
547000 -605.157 633.948 265.438 267.807 278.926 287.656 292.027 299.56 306.192 317.359 327.939 333.801
548000 -609.195 634.796 264.129 268.337 279.035 286.442 292.971 299.068 308.362 315.369 330.327 332.328
549000 -609.388 637.214 263.368 268.654 279.921 285.444 293.539 298.057 309.499 313.965 331.24 332.376
550000 -608.815 638.411 263.961 267.702 279.33 285.232 293.634 297.207 310.875 314.605 328.106 333.895
551000 -610.992 640.75 263.116 267.983 279.593 284.348 294.86 296.706 309.308 316.009 327.538 333.344
552000 -610.551 642.825 261.587 269.891 278.248 284.26 294.994 296.753 308.531 316.785 327.326 333.224
553000 -610.507 643.034 260.219 270.191 278.982 284.146 294.015 298.029 306.902 316.872 328.838 332.581
554000 -613.498 644.867 259.552 270.382 279.65 282.744 294.264 298.006 306.708 316.113 329.632 334.4
555000 -616.623 647.011 260.23 269.701 278.106 282.946 294.878 298.562 306.971 315.998 328.601 336.525
556000 -618.254 647.396 261.361 269.227 277.071 283.65 293.756 299.806 307.094 315.68 328.952 337.853
557000 -618.561 646.39 262.746 269.052 275.958 284.89 293.061 299.352 308.376 315.858 327.994 338.292
558000 -621.021 648.269 260.636 270.566 275.223 286.201 291.953 300.406 308.884 315.57 328.167 337.381
559000 -621.192 647.952 262.421 269.815 276.246 286.101 291.766 300.175 309.437 316.477 327.207 336.349
560000 -619.852 649.118 263.343 268.973 277.16 285.447 291.481 300.357 308.329 318.408 325.571 335.488
561000 -620.168 651.719 262.866 268.956 277.219 284.626 292.07 300.583 308.271 319.167 325.53 334.511
562000 -620.729 651.697 261.836 269.537 277.509 284.152 292.92 298.829 310.369 318.05 325.403 334.869
563000 -624.523 652.811 260.904 270.394 278.837 282.895 294.852 298.323 310.433 317.969 325.023 335.197
564000 -624.622 654.786 260.649 269.192 278.721 281.835 296.075 299.712 309.541 318.203 323.306 336.979
565000 -624.355 656.949 261.052 268.916 279.487 281.016 296.208 300.138 309.648 317.351 323.137 337.292
566000 -624.859 656.663 259.883 269.971 279.076 281.309 296.204 300.307 310.148 316.266 323.008 336.49
567000 -623.524 656.546 259.67 270.679 278.007 281.409 297.451 300.516 309.309 315.472 323.082 334.916
568000 -624.063 657.214 260.393 270.969 275.128 282.564 296.969 302.653 307.714 314.524 324.366 334.275
569000 -624.665 658.749 260.765 269.773 274.884 283.679 295.914 303.139 306.654 314.299 325.954 332.411
570000 -622.947 660.468 261.373 269.859 275.159 283.718 295.075 304.575 306.607 312.355 327.172 332.957
571000 -627.858 661.761 263.115 269.167 273.85 284.097 296.161 303.872 306.088 311.755 327.124 334.633
572000 -630.634 661.506 263.626 268.45 273.755 285.199 295.996 303.557 304.914 312.934 328.051 335.37
573000 -631.011 660.775 264.544 267.815 274.129 286.209 295.557 302.601 305.256 313.016 328.875 334.811
574000 -631.991 662.878 264.473 267.946 274.57 287.566 294.026 303.781 305.025 313.254 329.317 333.452
575000 -631.899 663.255 264.414 267.768 273.786 288.975 293.632 304.374 304.439 312.828 329.947 332.992
576000 -632.389 664.588 264.898 266.831 274.915 287.458 294.494 302.939 305.514 312.857 329.166 334.034
577000 -634.993 664.71 265.141 265.91 274.356 287.742 294.926 302.321 307.239 311.715 329.79 334.55
578000 -636.582 667.948 264.586 266.487 273.471 287.368 295.381 303.16 307.489 311.155 330.296 334.459
579000 -638.873 667.786 264.607 268.148 271.596 287.673 295.638 303.389 307.15 310.966 329.669 336.817
580000 -642.547 669.701 264.27 267.928 272.579 286.055 296.512 302.435 306.627 311.376 330.423 338.414
581000 -643.997 671.552 263.163 267.029 274.605 285.007 295.759 303.378 306.243 311.241 329.225 339.773
582000 -644.206 671.552 264.538 265.827 275.926 285.344 295.419 303.498 305.165 313.041 328.614 339.485
583000 -646.733 673.855 264.704 265.618 276.26 285.667 294.858 303.339 303.377 314.449 329.923 338.497
584000 -645.048 672.794 265.09 265.516 276.982 285.597 294.521 303.392 303.024 314.121 331.346 337.629
585000 -646.441 674.106 264.954 266.683 276.101 285.102 295.59 302.469 303.594 314.954 330.742 337.901
586000 -651.792 674.649 263.676 267.91 274.403 284.966 296.577 301.609 304.494 316.123 329.58 338.698
587000 -652.651 677.944 263.191 268.376 272.997 286.851 298.319 299.898 304.21 315.991 329.586 338.083
588000 -652.289 677.542 262.249 268.735 273.687 287.544 297.657 299.814 304.37 315.549 329.429 338.33
589000 -652.507 679.339 260.907 268.138 274.89 287.899 295.557 300.62 303.967 316.555 329.378 337.995
590000 -653.101 680.704 260.558 267.804 276.81 286.53 295.326 299.768 305.049 317.401 328.444 338.342
591000 -653.42 681.938 262.015 266.342 276.853 287.356 294.029 300.972 304.261 317.805 329.2 338.35
592000 -654.818 682.319 262.385 266.682 275.374 287.294 294.128 301.294 304.052 318.989 327.743 337.967
593000 -654.164 682.32 263.659 266.763 274.801 288.048 294.369 300.018 305.342 319.764 325.505 337.768
594000 -654.556 685.067 262.971 264.698 277.076 287.057 294.781 300.111 305.255 317.585 327.155 336.697
595000 -657.949 687.271 262.365 265.13 277.81 285.305 297.005 299.868 304.679 316.393 329.401 337.009
596000 -660.468 687.795 262.186 265.854 277.554 285.7 295.532 299.264 305.066 316.406 329.918 338.356
597000 -661.167 689.706 261.91 266.568 277.923 284.454 295.766 298.536 305.699 317.204 329.248 338.266
598000 -661.196 691.82 260.348 267.261 277.506 283.41 297.139 297.85 306.281 317.239 329.021 337.603
599000 -663.268 692.47 260.609 267.876 276.849 284.108 297.057 297.961 306.173 317.174 327.129 339.15
600000 -663.937 693.257 261.201 267.568 276.777 283.861 297.203 298.466 305.484 317.332 327.359 339.397
601000 -664.126 692.685 262.127 268.871 275.537 284.256 298.399 296.655 304.995 317.469 327.706 339.121
602000 -665.598 695.381 262.096 268.651 274.783 285.159 298.227 296.671 306.094 317.268 325.543 340.139
603000 -666.197 696.359 261.984 267.894 276.845 284.171 297.982 297.111 305.547 318.863 324.406 339.96
604000 -666.667 695.614 261.109 268.8 275.974 285.961 295.832 299.7 304.56 318.794 323.82 341.059
605000 -668.518 697.801 260.619 268.949 275.352 287.352 295.372 300.161 304.6 317.32 325.375 340.201
606000 -671.815 698.484 261.271 267.923 274.789 289.513 293.523 300.944 305.144 316.714 324.504 340.539
607000 -670.706 699.114 262.637 266.768 275.25 289.157 293.485 300.17 307.096 315.803 324.906 340.28
608000 -668.898 698.094 263.265 267.802 276.422 288.281 293.837 301.086 306.66 315.906 325.135 338.365
609000 -669.389 697.855 264.618 267.478 276.433 289.192 294.155 300.513 307.157 316.685 324.729 336.504
610000 -670.151 698.714 265.121 267.096 277.66 287.904 293.921 299.855 307.956 316.789 325.343 336.432
611000 -672.438 699.405 264.801 266.67 278.715 287.243 294.163 299.519 307.621 316.441 326.065 335.289
612000 -673.479 700.624 263.59 267.653 278.624 287.351 294.248 298.95 308.735 315.308 325.779 335.311
613000 -674.644 703.236 263.655 269.359 278.107 288.155 291.603 298.045 311.743 314.834 325.197 335.523
614000 -674.886 703.841 261.975 271.515 278.212 287.729 290.981 298.582 312.625 313.548 327.028 334.369
615000 -674.117 704.038 261.827 271.484 279.588 287.308 291.075 297.304 314.837 313.076 325.783 334.245
616000 -678.59 704.224 263.173 272.374 276.984 287.742 291.006 298.754 314.157 313.371 325.681 334.052
617000 -680.158 705.304 264.015 272.781 276.729 286.918 291.713 298.845 313.477 314.397 325.21 334.536
618000 -678.095 704.416 264.462 272.399 276.614 287.097 291.811 296.983 314.498 315.729 325.132 333.789
619000 -681.954 706.25 263.772 272.56 276.577 287.901 292.885 294.967 313.033 317.049 326.488 333.266
620000 -683.408 706.648 264.066 273.615 277.486 286.534 293.073 294.755 313.717 315.338 327.724 334.258
621000 -681.957 706.621 264.754 273.644 277.13 286.63 292.934 295.757 312.441 315.449 328.424 332.711
622000 -679.896 709.536 263.786 273.179 277.457 285.666 293.353 296.672 312.166 316.764 326.975 330.573
623000 -682.404 709.784 263.16 273.89 276.897 284.703 293.879 296.758 313.161 316.387 326.603 330.833
624000 -686.377 712.19 262.999 273.022 277.304 284.632 294.051 296.288 312.512 317.294 326.674 332.154
625000 -686.579 713.697 263.554 272.078 278.793 283.359 294.453 297.468 309.594 318.993 326.753 332.115
626000 -686.749 713.877 264.126 273.063 277.736 283.708 294.206 298.376 307.9 318.768 327.271 331.932
627000 -687.147 713.497 264.959 272.531 277.152 284.136 293.993 299.196 307.092 318.371 326.9 332.981
628000 -687.944 715.139 264.473 273.242 277.734 282.848 295.252 298.523 306.561 318.54 327.85 332.12
629000 -689.044 717.541 263.563 274.386 277.457 282.384 296.463 299.073 305.131 317.131 328.797 330.843
630000 -688.495 719.387 262.609 274.751 277.834 283.304 296.491 300.181 303.515 317.188 327.687 332.422
631000 -692.447 718.898 262.655 274.684 277.513 284.132 295.968 300.985 302.517 317.327 325.931 335.074
632000 -693.73 721.456 262.978 274.488 277.008 284.508 296.345 301.014 303.046 316.755 325.135 336.655
633000 -696.659 723.302 261.478 275.682 275.903 283.801 296.516 300.828 304.138 315.511 324.571 337.078
634000 -695.025 725.161 259.905 274.244 278.31 283.848 296.13 301.311 305.18 313.642 325.866 338.058
635000 -702.492 724.844 259.736 273.764 278.205 285.762 294.176 302.773 303.836 313.352 327.267 338.749
636000 -699.685 724.751 260.932 273.265 279.6 285.361 295.672 300.14 304.768 313.42 327.147 339.064
637000 -700.663 726.498 261.374 272.428 280.087 285.625 296.562 300.548 302.562 314.337 327.278 338.061
638000 -701.088 729.907 260.65 272.239 280.347 285.749 296.191 301.474 301.732 315.3 327.376 336.779
639000 -702.387 728.468 260.456 271.173 281.847 284.437 297.396 302.174 301.082 315.513 327.397 336.095
640000 -704.76 728.688 260.22 271.945 281.258 284.781 297.25 302.328 301.233 315.422 327.169 336.732
641000 -705.099 730.057 259.504 272.26 280.359 285.973 295.438 302.772 302.683 314.605 327.7 336.036
642000 -705.421 731.419 261.221 271.573 280.162 286.165 295.49 303.766 302.568 315.113 325.926 338.248
643000 -705.845 732.076 261.276 272.198 279.548 287.182 294.407 304.559 302.619 315.463 324.253 336.393
644000 -704.152 731.439 260.212 273.997 278.871 286.818 294.66 303.85 304.694 313.584 325.537 335.217
645000 -706.381 732.795 260.144 273.437 278.794 287.679 294.244 303.447 305.707 313.094 325.907 336.577
646000 -708.228 733.864 260.732 273.857 277.957 288.762 293.672 301.541 307.449 313.184 325.987 336.233
647000 -711.076 735.348 260.626 275.049 276.977 289.742 293.382 300.809 306.815 314.782 325.786 336.163
648000 -710.797 733.559 262.322 274.55 275.86 290.686 294.59 299.913 306.918 316.314 324.148 336.328
649000 -714.024 733.524 263.695 273.8 277.22 289.507 296.01 301.316 304.767 316.789 323.924 336.39
650000 -713.358 735.15 262.89 273.154 278.576 289.582 295.853 302.607 304.297 316.312 325.262 335.44
651000 -714.206 736.918 262.798 272.254 279.855 288.256 296.801 301.397 304.682 318.086 324.001 335.296
652000 -715.528 736.163 263.591 272.325 281.968 285.878 296.695 301.217 305.132 317.613 325.272 334.352
653000 -716.485 735.745 264.473 272.638 281.661 287.753 294.855 300.798 305.015 318.731 324.681 334.169
654000 -715.84 736.89 264.951 273.921 280.721 287.231 295.742 299.978 305.539 319.197 324.517 333.522
655000 -716.491 737.926 265.132 274.556 278.979 286.294 296.755 298.616 306.681 319.021 324.052 332.39
656000 -714.12 739.508 263.552 274.791 280.219 286.156 296.67 298.168 307.031 317.281 325.552 331.39
657000 -717.588 742.52 261.53 276.007 279.609 287.071 296.498 297.307 309.464 315.837 325.85 330.033
658000 -719.934 744.391 261.03 275.952 279.995 287.298 298.036 295.074 310.755 316.877 324.447 331.272
659000 -722.736 742.306 261.4 274.638 280.909 288.085 296.985 296.335 310.53 316.09 324.702 330.667
660000 -721.777 743.782 260.933 274.645 281.782 287.701 295.401 297.846 310.908 316.477 322.446 332.399
661000 -723.087 747.625 260.828 275.009 280.263 287.705 295.47 297.793 310.562 317.098 322.136 334.152
662000 -723.976 748.755 260.936 274.323 279.173 288.529 295.993 298.309 309.913 316.664 321.556 335.163
663000 -725.584 748.861 261.236 273.208 279.206 288.47 297.109 297.447 309.873 316.997 321.29 335.149
664000 -725.597 751.038 261.323 272.771 279.6 288.209 297.65 297.869 309.75 316.566 321.425 335.387
665000 -728.376 751.806 259.901 274.22 278.177 288.386 298.492 297.333 308.984 317.08 322.357 334.279
666000 -728.758 754.747 260.17 273.377 277.964 288.54 298.612 296.707 308.925 318.945 321.982 333.725
667000 -726.922 755.124 260.509 273.243 277.999 287.613 300.02 296.081 310.784 316.853 323.27 331.301
668000 -727.988 755.472 260.756 273.305 277.286 288.894 299.152 296.086 310.58 315.497 324.397 330.366
669000 -730.891 756.276 260.819 272.983 276.903 290.051 297.333 296.977 310.912 315.017 323.751 332.988
670000 -733.099 756.706 261.164 273.53 277.622 288.698 297.785 297.627 311.5 314.678 323.514 333.295
671000 -734.085 757.608 261.38 271.617 279.018 288.51 298.424 299.584 309.431 315.123 321.714 335.198
672000 -734.249 757.837 261.237 270.454 279.669 289.248 297.192 300.814 309.87 313.893 322.336 336.293
673000 -736.462 759.859 262.266 270.761 278.914 289.561 295.854 301.709 309.352 313.478 322.78 335.801
674000 -737.58 761.058 262.025 271.476 278.43 289.99 295.947 300.851 309.032 314.243 324.209 334.476
675000 -740.357 762.119 260.573 273.839 277.217 289.597 297.064 300.375 310.062 313.097 325.429 334.026
676000 -737.849 762.622 260.762 274.173 277.114 288.89 297.185 301.091 309.841 313.44 324.743 332.673
677000 -737.172 762.332 261.837 274.199 276.931 289.299 298.12 299.28 308.742 314.739 323.807 333.481
678000 -739.454 762.791 262.492 273.181 276.654 289.741 299.104 299.039 308.368 314.646 324.105 332.861
679000 -739.501 764.694 262.527 272.352 278.985 288.382 298.952 299.373 308.619 314.161 325.027 331.532
680000 -742.621 765.577 262.566 272.071 279.589 287.13 299.677 301.2 306.528 315.12 325.868 330.915
681000 -742.144 766.675 263.967 270.451 280.249 286.236 299.472 303.04 305.149 315.163 325.594 330.308
682000 -742.426 768.219 264.424 270.427 281.07 286.412 298.079 303.078 305.836 314.789 325.533 330.554
683000 -743.25 766.846 264.009 271.325 279.857 287.364 296.947 304.217 305.041 315.762 325.977 330.545
684000 -746.469 768.972 264.856 270.303 279.929 286.427 298.229 304.375 304.772 314.946 327.455 329.294
685000 -747.615 770.934 265.162 270.235 280.785 285.244 296.167 305.6 305.148 315.621 327.669 328.716
686000 -747.276 771.409 265.946 270.141 281.236 285.712 294.808 306.085 304.142 317.214 327.93 326.936
687000 -748.601 772.695 266.502 269.92 281.706 285.134 294.55 305.769 305.443 315.806 328.275 326.101
688000 -747.958 772.101 265.975 270.305 282.355 285.198 295.227 305.223 305.823 314.693 327.558 326.939
689000 -751.221 775.168 265.082 270.604 282.633 285.687 295.969 302.405 307.159 315.015 326.46 328.699
690000 -751.162 774.732 264.957 270.241 282.341 286.146 297.283 301.661 307.867 314.747 324.76 330.311
691000 -749.681 775.679 265.056 270.16 281.92 286.374 296.259 302.775 308.162 314.352 322.932 332.155
692000 -753.37 776.433 264.736 271.15 281.572 286.223 295.815 303.001 307.411 315.197 321.915 333.803
693000 -755.647 777.86 266.09 270.694 281.304 285.679 296.046 303.232 306.825 315.795 322.466 334.189
694000 -758.839 778.295 265.975 271.315 280.925 285.151 296.99 304.541 304.835 317.316 322.211 334.759
695000 -760.275 778.415 266.381 271.687 279.635 286.761 297.645 302.861 305.643 316.926 322.493 333.918
696000 -758.83 781.74 266.405 272.243 278.361 286.955 298.587 302.659 305.734 316.362 321.95 333.371
697000 -761.205 782.52 266.225 273.496 276.852 288.049 297.486 303.118 305.337 316.373 322.064 334.94
698000 -763.705 783.177 265.549 275.033 276.132 289.263 296.273 302.2 305.246 317.247 321.593 336.236
699000 -763.403 783.083 266.004 275.372 275.572 288.596 295.889 302.998 304.087 318.275 321.825 335.798
700000 -766.027 785.87 266.192 274.18 276.224 288.552 295.197 304.709 302.137 320.571 320.409 336.243
701000 -765.917 785.862 265.252 274.846 276.427 288.511 295.586 304.328 301.766 320.806 320.355 335.61
702000 -767.41 786.648 265.796 274.271 276.681 288.459 297.338 303.441 303.2 319.055 321.545 335.022
703000 -766.684 787.435 266.974 273.795 276.552 289.207 296.778 303.326 304.363 316.477 323.177 334.021
704000 -768.994 787.037 266.869 272.897 278.326 289.386 296.196 302.312 304.147 318.373 322.773 333.528
705000 -769.417 789.399 265.08 272.339 279.873 289.306 295.487 304.287 303.539 318.262 321.681 334.161
706000 -769.58 788.933 265.772 271.52 279.724 288.526 296.073 305.209 303.543 317.628 322.554 332.809
707000 -769.963 791.789 265.953 272.114 280.042 286.913 297.667 304.664 303.952 316.706 324.021 331.38
708000 -770.311 791.958 266.188 272.603 279.516 287.764 297.486 303.598 303.45 316.307 325.348 331.566
709000 -772.076 794.118 266.372 270.731 280.001 287.785 297.178 302.172 303.407 317.892 325.264 332.288
710000 -773.009 796.207 264.997 271.024 280.7 286.771 298.77 301.285 303.747 318.708 324.404 332.141
711000 -775.893 798.306 264.36 270.366 281.288 286.567 300.245 299.827 303.874 318.406 322.909 333.722
712000 -776.159 799.034 264.449 270.795 280.052 287.18 300.168 299.72 304.518 317.906 323.098 334.495
713000 -778.458 799.893 265.316 270.419 279.91 288.785 299.044 300.538 303.237 316.922 322.956 336.253
714000 -779.265 800.038 265.563 269.205 281.431 288.606 299.338 299.974 302.881 316.688 323.539 336.54
715000 -781.264 800.678 264.425 269.769 282.707 287.663 298.506 301.866 301.586 317.532 324.352 335.484
716000 -782.57 802.246 263.75 271.89 282.166 287.687 298.909 300.349 301.436 318.009 324.769 335.817
717000 -781.061 802.889 264.149 273.045 280.795 287.325 300.814 299.175 302.069 316.784 326.902 334.187
718000 -782.577 802.756 263.407 273.053 281.041 286.647 301.34 299.964 301.801 316.67 326.38 334.993
719000 -788.075 804.911 263.41 273.247 281.142 286.348 300.352 300.157 302.548 315.721 326.928 336.285
720000 -786.896 806.693 262.655 273.986 281.388 285.724 300.585 299.391 302.894 315.863 327.356 336.541
721000 -788.018 807.094 261.872 273.599 281.583 287.172 299.252 298.82 303.197 315.629 327.938 335.06
722000 -789.272 808.669 263.451 272.252 282.612 285.649 300.038 299.563 303.56 314.485 327.839 335.649
723000 -791.482 807.666 264.637 270.664 283.471 286.815 299.232 300.133 304.774 313.345 326.142 336.684
724000 -791.047 809.997 264.602 269.486 284.951 286.733 297.808 300.451 305.962 314.152 325.536 335.525
725000 -789.992 810.861 264.529 270.45 284.333 288.652 296.756 300.253 305.324 314.739 325.405 333.774
726000 -793.526 810.76 265.48 270.839 283.851 288.434 297.342 299.827 304.235 315.971 327.122 332.622
727000 -794.141 811.016 265.598 271.156 283.795 287.574 299.154 298.57 305.111 315.288 327.174 333.758
728000 -795.099 813.447 265.824 271.305 284.312 287.302 297.156 299.328 305.783 316.369 325.174 334.668
729000 -796.205 813.943 265.285 270.788 284.291 287.139 297.377 299.68 306.422 315.053 324.228 335.909
730000 -797.378 816.642 265.12 270.41 284.633 287.512 296.707 299.872 306.502 314.901 325.001 335.772
731000 -800.159 817.212 263.334 270.941 284.483 287.793 296.198 300.168 306.287 316.283 324.386 335.322
732000 -801.255 819.171 263.93 270.566 283.954 288.291 295.036 301.919 305.902 316.55 322.972 335.745
733000 -802.505 821.415 264.701 269.599 283.76 288.255 294.238 303.464 305.2 317.529 321.93 336.913
734000 -802.855 823.023 263.892 269.379 284.13 287.78 293.974 304.64 305.346 315.803 322.67 336.688
735000 -800.146 825.577 263.465 269.932 283.896 287.057 293.022 305.961 305.249 314.299 324.097 335.189
736000 -802.388 824.263 263.318 270.724 282.086 287.619 293.752 305.406 305.966 313.395 323.691 336.091
737000 -803.848 827.33 262.416 270.877 281.406 289.175 292.719 305.322 307.264 311.957 324.436 335.136
738000 -804.084 827.769 260.913 269.527 282.062 290.011 291.577 306.188 306.014 312.079 324.499 336.838
739000 -806.76 831.147 260.463 270.56 281.329 289.661 292.745 305.582 305.201 313.582 324.701 336.927
740000 -808.483 831.551 261.961 270.114 281.349 288.793 293.619 304.39 306.799 313.38 324.623 337.727
741000 -811.825 831.86 263.829 269.903 281.515 286.766 294.347 303.135 308.407 312.259 325.385 338.24
742000 -812.15 832.156 263.298 269.869 281.503 287.753 294.803 300.683 309.48 311.786 325.764 338.271
743000 -813.015 835.356 261.972 269.779 281.446 289.399 294.435 300.591 308.497 312.16 326.55 338.006
744000 -815.001 838.071 261.016 269.29 281.434 289.746 293.699 300.674 308.882 311.954 326.78 337.652
745000 -814.364 839.045 259.505 269.953 281.417 289.304 296.013 298.301 307.932 311.68 327.166 339.355
746000 -818.608 840.966 259.629 268.238 284.145 287.265 297.325 296.143 307.256 312.717 328.899 339.258
747000 -816.094 841.967 258.837 269.252 284.421 285.67 296.864 297.797 304.457 314.896 328.62 338.474
748000 -816.387 843.293 257.949 269.881 284.108 284.999 296.785 298.96 303.259 316.467 328.125 338.699
749000 -819.582 846.602 258.026 269.513 282.965 286.052 295.041 300.273 303.302 316.654 327.721 338.277
750000 -818.272 846.98 258.541 269.06 282.697 286.423 294.035 300.46 303.466 317.519 326.168 337.177
751000 -820.487 848.678 259.705 267.821 283.582 286.196 291.675 300.038 304.094 318.729 325.598 337.269
752000 -820.738 848.569 260.44 267.964 283.78 286.465 290.82 300.426 303.171 320.372 324.955 337.099
753000 -819.884 851.144 259.066 269.389 282.565 287.88 290.124 299.958 303.096 320.542 323.141 338.436
754000 -823.101 853.28 258.601 269 281.945 287.542 291.669 298.773 303.984 320.261 323.121 338.587
755000 -823.272 852.825 259.414 268.544 282.043 285.935 291.927 297.305 305.232 319.814 324.964 339.454
756000 -824.77 855.207 259.675 269.115 281.534 285.203 292.486 296.453 305.881 320 326.951 337.31
757000 -824.175 857.143 259.709 269.388 281.943 283.774 292.48 296.598 306.559 320.113 327.559 335.65
758000 -825.957 856.034 258.828 270.492 280.553 283.931 293.069 296.514 307.185 320.143 328.677 334.454
759000 -826.783 857.59 259.343 268.696 281.137 283.713 293.56 297.16 307.811 319.668 327.297 334.764
760000 -826.166 858.519 259.661 268.84 281.646 283.338 293 298.226 306.839 318.898 327.884 334.278
761000 -826.751 858.431 260.744 268.347 281.289 284.237 292.799 298.61 305.92 318.033 329.35 332.932
762000 -828.482 860.065 262.68 267.789 280.976 283.673 293.402 297.888 305.003 318.926 330.273 332.413
763000 -829.293 859.141 263.69 267.675 281.118 285.354 291.519 298.633 305.244 318.566 330.103 335.106
764000 -831.062 859.659 264.432 267.876 280.285 287.277 290.804 298.015 305.846 318.793 329.759 335.651
765000 -832.53 860.397 263.831 269.668 279.078 287.027 290.414 298.579 306.25 317.512 330.653 333.871
766000 -832.978 860.572 263.654 269.913 278.81 286.867 290.654 298.309 307.051 319.133 328.838 332.132
767000 -833.228 862.876 264.076 269.586 278.637 287.836 289.433 298.725 307.388 319.749 328.829 331.873
768000 -834.029 863.618 263.075 270.225 277.539 288.592 288.344 298.443 308.235 320.319 329.626 332.29
769000 -838.816 864.347 263.742 270.545 276.125 288.452 290.142 297.24 309.315 320.622 327.827 334.22
770000 -839.232 866.192 262.834 270.443 276.607 287.517 291.471 296.501 310.212 321.397 326.653 334.396
771000 -838.311 866.141 263.482 270.62 277.137 285.646 291.75 297.694 310.559 318.812 329.093 332.473
772000 -840.357 867.153 263.623 270.44 277.81 285.024 292.107 297.864 311.093 318.986 329.429 332.451
773000 -841.813 868.482 263.002 271.09 277.112 284.771 292.62 297.772 310.853 320.054 329.493 332.108
774000 -843.672 867.984 263.539 271.277 276.167 285.352 292.164 298.23 309.791 321.472 330.027 332.373
775000 -846.485 868.35 262.487 271.647 277.307 284.005 293.986 299.005 310.353 320.483 328.893 334.896
776000 -850.996 870.642 261.734 272.268 276.219 285.532 292.581 300.139 310.671 320.146 326.63 338.894
777000 -852.236 871.727 262.245 272.993 274.025 286.396 292.601 300.877 310.856 320.266 325.492 340.139
